Datetime;Resolution code;Quarter hour;Quality status;ACE;System imbalance;Alpha;Alpha';Marginal incremental price;Marginal decremental price;Imbalance Price
2025-04-08T04:02:00+02:00;PT1M;2025-04-08T04:00:00+02:00;DataIssue;13.601;220.941;1.307;0.0;129.17;75.369;74.062
2025-04-08T04:01:00+02:00;PT1M;2025-04-08T04:00:00+02:00;DataIssue;20.892;229.215;1.392;0.0;129.17;75.289;73.897
2025-04-08T04:00:00+02:00;PT1M;2025-04-08T04:00:00+02:00;DataIssue;19.228;233.714;1.182;0.0;129.17;75.158;73.976
2025-04-08T03:59:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;2.121;-25.893;0.0;0.0;129.17;56.0;129.17
2025-04-08T03:58:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;0.206;-42.307;0.0;0.0;129.17;56.0;129.17
2025-04-08T03:57:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;-0.262;-49.265;0.0;0.0;129.17;56.0;129.17
2025-04-08T03:56:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;-0.284;-37.312;0.0;0.0;129.17;56.0;129.17
2025-04-08T03:55:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;-0.31;-33.069;0.0;0.0;129.17;56.0;129.17
2025-04-08T03:54:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;-0.341;-26.38;0.0;0.0;129.17;56.0;129.17
2025-04-08T03:53:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;-0.379;-23.165;0.0;0.0;92.585;56.0;92.585
2025-04-08T03:52:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;-0.374;-18.871;0.0;0.0;92.585;56.0;92.585
2025-04-08T03:51:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;-0.289;-21.266;0.0;0.0;92.585;56.0;92.585
2025-04-08T03:50:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;-0.465;-28.241;0.0;0.0;129.17;56.0;129.17
2025-04-08T03:49:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;-0.399;-26.085;0.0;0.0;129.17;56.0;129.17
2025-04-08T03:48:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;-0.399;-33.773;0.0;0.0;129.17;56.0;129.17
2025-04-08T03:47:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;-0.58;-33.909;0.0;0.0;129.17;56.0;129.17
2025-04-08T03:46:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;-0.612;-24.838;0.0;0.0;92.585;56.0;92.585
2025-04-08T03:45:00+02:00;PT1M;2025-04-08T03:45:00+02:00;DataIssue;-0.118;-13.372;;;;56.0;92.585
2025-04-08T03:44:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;1.265;24.068;0.0;0.0;129.17;92.585;92.585
2025-04-08T03:43:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;1.344;26.02;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:42:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;1.448;29.486;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:41:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;1.576;34.802;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:40:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;1.771;40.363;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:39:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;2.173;43.72;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:38:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;2.274;44.13;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:37:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;3.155;42.995;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:36:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;3.885;37.511;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:35:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;2.822;29.598;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:34:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;1.116;18.027;0.0;0.0;129.17;92.585;92.585
2025-04-08T03:33:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;0.166;4.899;0.0;0.0;129.17;92.585;92.585
2025-04-08T03:32:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;0.323;-0.335;0.0;0.0;92.585;56.0;92.585
2025-04-08T03:31:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;0.278;-11.833;0.0;0.0;92.585;56.0;92.585
2025-04-08T03:30:00+02:00;PT1M;2025-04-08T03:30:00+02:00;DataIssue;0.104;-35.898;0.0;0.0;129.17;56.0;129.17
2025-04-08T03:29:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;1.415;18.352;0.0;0.0;129.17;92.585;92.585
2025-04-08T03:28:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;1.516;23.284;0.0;0.0;129.17;92.585;92.585
2025-04-08T03:27:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;1.632;28.036;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:26:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;1.822;33.84;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:25:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;2.012;38.474;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:24:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;2.309;47.641;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:23:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;2.996;54.496;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:22:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;4.052;56.91;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:21:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;5.453;57.108;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:20:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;5.646;52.667;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:19:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;7.171;56.988;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:18:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;7.896;54.166;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:17:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;1.458;49.757;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:16:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;1.143;65.211;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:15:00+02:00;PT1M;2025-04-08T03:15:00+02:00;DataIssue;2.312;85.877;0.0;0.0;129.17;56.0;56.0
2025-04-08T03:14:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;-0.055;73.552;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:13:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;-0.077;73.449;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:12:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;-0.084;72.328;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:11:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;-0.091;73.103;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:10:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;-0.099;76.077;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:09:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;-0.108;76.317;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:08:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;-0.004;71.595;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:07:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;0.049;67.855;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:06:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;0.047;67.85;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:05:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;0.057;69.463;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:04:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;0.07;73.465;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:03:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;0.088;68.081;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:02:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;0.118;62.646;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:01:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;0.177;51.12;0.0;0.0;129.17;55.7;55.7
2025-04-08T03:00:00+02:00;PT1M;2025-04-08T03:00:00+02:00;DataIssue;0.282;32.941;0.0;0.0;129.17;55.7;55.7
2025-04-08T02:59:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-9.095;-60.864;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:58:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-8.763;-59.028;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:57:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-9.659;-62.381;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:56:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-10.806;-68.254;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:55:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-12.474;-76.494;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:54:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-15.644;-87.546;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:53:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-18.124;-93.546;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:52:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-19.093;-94.781;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:51:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-22.822;-97.281;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:50:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-22.236;-91.724;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:49:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-20.611;-89.577;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:48:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-14.908;-83.347;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:47:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-6.201;-65.236;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:46:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-5.509;-34.806;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:45:00+02:00;PT1M;2025-04-08T02:45:00+02:00;DataIssue;-0.548;1.105;0.0;0.0;119.0;87.0;87.0
2025-04-08T02:44:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-0.514;-74.801;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:43:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-0.621;-77.704;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:42:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-0.706;-78.723;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:41:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-1.005;-79.721;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:40:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-0.863;-82.114;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:39:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-1.638;-76.352;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:38:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-2.57;-67.4;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:37:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-2.973;-53.867;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:36:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-4.948;-34.482;0.0;0.0;119.0;55.0;119.0
2025-04-08T02:35:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-6.769;-13.703;0.0;0.0;87.0;55.0;87.0
2025-04-08T02:34:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-8.739;8.576;0.0;0.0;119.0;87.0;87.0
2025-04-08T02:33:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-8.119;30.269;0.0;0.0;119.0;55.0;55.0
2025-04-08T02:32:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-7.58;38.237;0.0;0.0;119.0;55.0;55.0
2025-04-08T02:31:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-4.952;50.972;0.0;0.0;119.0;55.0;55.0
2025-04-08T02:30:00+02:00;PT1M;2025-04-08T02:30:00+02:00;DataIssue;-3.139;88.484;0.0;0.0;119.0;55.0;55.0
2025-04-08T02:29:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;2.003;-27.955;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:28:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;1.747;-33.293;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:27:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;0.848;-33.771;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:26:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;0.169;-30.594;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:25:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;-0.024;-28.136;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:24:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;-0.513;-27.233;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:23:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;-0.669;-24.431;0.0;0.0;92.085;55.0;92.085
2025-04-08T02:22:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;-0.909;-24.49;0.0;0.0;92.085;55.0;92.085
2025-04-08T02:21:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;-1.097;-24.78;0.0;0.0;92.085;55.0;92.085
2025-04-08T02:20:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;-1.017;-29.291;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:19:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;-1.637;-34.42;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:18:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;-1.522;-37.098;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:17:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;-2.78;-48.124;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:16:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;-5.452;-48.634;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:15:00+02:00;PT1M;2025-04-08T02:15:00+02:00;DataIssue;-0.6;-15.787;0.0;0.0;92.085;55.0;92.085
2025-04-08T02:14:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;2.74;-57.051;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:13:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;2.947;-57.482;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:12:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;2.949;-56.555;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:11:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;2.238;-56.732;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:10:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;3.281;-48.882;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:09:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;2.787;-39.5;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:08:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;2.194;-32.471;0.0;0.0;129.17;55.0;129.17
2025-04-08T02:07:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;-0.112;-24.281;0.0;0.0;92.085;55.0;92.085
2025-04-08T02:06:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;-1.989;-13.149;0.0;0.0;92.085;55.0;92.085
2025-04-08T02:05:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;-3.843;0.651;0.0;0.0;129.17;92.085;92.085
2025-04-08T02:04:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;-2.523;20.109;0.0;0.0;129.17;92.085;92.085
2025-04-08T02:03:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;-0.463;38.046;0.0;0.0;129.17;55.0;55.0
2025-04-08T02:02:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;-2.39;25.504;0.0;0.0;129.17;55.0;55.0
2025-04-08T02:01:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;0.928;41.308;0.0;0.0;129.17;55.0;55.0
2025-04-08T02:00:00+02:00;PT1M;2025-04-08T02:00:00+02:00;DataIssue;1.092;66.846;0.0;0.0;129.17;55.0;55.0
2025-04-08T01:59:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-9.544;-31.423;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:58:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-10.033;-42.075;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:57:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-10.326;-51.211;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:56:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-10.236;-58.452;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:55:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-9.859;-63.058;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:54:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-9.308;-72.253;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:53:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-9.756;-83.386;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:52:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-10.8;-87.425;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:51:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-11.711;-93.364;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:50:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-12.292;-95.024;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:49:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-11.046;-88.103;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:48:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-10.629;-89.511;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:47:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-12.05;-82.168;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:46:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-9.944;-68.226;0.0;0.0;119.0;55.0;119.0
2025-04-08T01:45:00+02:00;PT1M;2025-04-08T01:45:00+02:00;DataIssue;-0.811;0.487;0.0;0.0;119.0;87.0;87.0
2025-04-08T01:44:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-1.513;-34.168;0.0;0.0;129.17;55.0;129.17
2025-04-08T01:43:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-1.622;-34.031;0.0;0.0;129.17;55.0;
2025-04-08T01:42:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-1.741;-34.812;0.0;0.0;129.17;55.0;129.17
2025-04-08T01:41:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-1.886;-31.636;0.0;0.0;129.17;55.0;129.17
2025-04-08T01:40:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-2.05;-29.253;0.0;0.0;129.17;55.0;129.17
2025-04-08T01:39:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-2.248;-28.41;0.0;0.0;129.17;55.0;129.17
2025-04-08T01:38:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-2.496;-23.534;0.0;0.0;92.085;55.0;92.085
2025-04-08T01:37:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-2.785;-18.305;0.0;0.0;92.085;55.0;92.085
2025-04-08T01:36:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-3.213;-15.059;0.0;0.0;92.085;55.0;92.085
2025-04-08T01:35:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-3.509;-13.046;0.0;0.0;92.085;55.0;92.085
2025-04-08T01:34:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-3.822;-10.612;0.0;0.0;92.085;55.0;92.085
2025-04-08T01:33:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-3.912;-16.578;0.0;0.0;92.085;55.0;92.085
2025-04-08T01:32:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-5.538;-34.755;0.0;0.0;129.17;55.0;129.17
2025-04-08T01:31:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-9.167;-37.387;0.0;0.0;129.17;55.0;129.17
2025-04-08T01:30:00+02:00;PT1M;2025-04-08T01:30:00+02:00;DataIssue;-6.36;27.243;0.0;0.0;129.17;55.0;55.0
2025-04-08T01:29:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-12.757;-19.074;0.0;0.0;92.085;55.0;92.085
2025-04-08T01:28:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-13.028;-25.746;0.0;0.0;129.17;55.0;129.17
2025-04-08T01:27:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-13.937;-33.545;0.0;0.0;132.018;55.0;132.018
2025-04-08T01:26:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-14.914;-41.394;0.0;0.0;136.281;55.0;136.281
2025-04-08T01:25:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-16.077;-47.335;0.0;0.0;137.137;55.0;137.137
2025-04-08T01:24:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-17.419;-49.132;0.0;0.0;137.484;55.0;137.484
2025-04-08T01:23:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-19.142;-52.701;0.0;0.0;137.495;55.0;137.495
2025-04-08T01:22:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-20.418;-55.937;0.0;0.0;137.549;55.0;137.549
2025-04-08T01:21:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-22.917;-72.178;0.0;0.0;138.715;55.0;138.715
2025-04-08T01:20:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-27.201;-101.835;0.0;0.0;140.976;55.0;140.976
2025-04-08T01:19:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-35.812;-129.504;0.0;0.0;141.368;55.0;141.368
2025-04-08T01:18:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-52.643;-155.96;0.983;0.0;141.834;55.0;142.817
2025-04-08T01:17:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-54.758;-159.905;1.013;0.0;139.154;55.0;140.167
2025-04-08T01:16:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-56.435;-162.774;1.036;0.0;138.753;55.0;139.789
2025-04-08T01:15:00+02:00;PT1M;2025-04-08T01:15:00+02:00;DataIssue;-54.158;-148.563;0.0;0.0;131.743;55.0;131.743
2025-04-08T01:14:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-5.286;53.715;0.0;0.0;129.17;55.0;55.0
2025-04-08T01:13:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-5.132;58.892;0.0;0.0;129.253;55.0;55.0
2025-04-08T01:12:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-4.886;54.796;0.0;0.0;130.607;55.0;55.0
2025-04-08T01:11:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-4.945;50.252;0.0;0.0;133.509;55.0;55.0
2025-04-08T01:10:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-5.68;38.654;0.0;0.0;135.036;55.0;55.0
2025-04-08T01:09:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-6.081;29.49;0.0;0.0;137.259;55.0;55.0
2025-04-08T01:08:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-5.362;19.991;0.0;0.0;138.354;92.085;92.085
2025-04-08T01:07:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-4.85;18.682;0.0;0.0;138.744;92.085;
2025-04-08T01:06:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-6.966;-4.489;0.0;0.0;92.085;55.0;92.085
2025-04-08T01:05:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-12.862;-34.29;0.0;0.0;144.397;55.0;144.397
2025-04-08T01:04:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-24.412;-70.633;0.0;0.0;147.179;55.0;147.179
2025-04-08T01:03:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-32.002;-62.903;0.0;0.0;148.843;55.0;148.843
2025-04-08T01:02:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-39.675;-47.294;0.0;0.0;143.416;55.0;143.416
2025-04-08T01:01:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;-12.603;31.533;0.0;0.0;129.17;55.0;55.0
2025-04-08T01:00:00+02:00;PT1M;2025-04-08T01:00:00+02:00;DataIssue;1.774;80.766;0.0;0.0;129.17;55.0;55.0
2025-04-08T00:59:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-0.499;43.645;0.0;0.0;129.17;55.0;55.0
2025-04-08T00:58:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-1.031;31.733;0.0;0.0;129.17;55.0;55.0
2025-04-08T00:57:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-1.523;26.889;0.0;0.0;129.17;55.0;55.0
2025-04-08T00:56:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-1.548;26.389;0.0;0.0;129.17;55.0;55.0
